frame.number,frame.time_epoch,frame.len,frame.cap_len,frame.protocols,_ws.col.protocol,eth.src,eth.dst,eth.type,ip.src,ip.dst,ipv6.src,ipv6.dst,ip.proto,ipv6.nxt,tcp.stream,tcp.srcport,tcp.dstport,tcp.flags,tcp.seq,tcp.ack,tcp.analysis.retransmission,udp.stream,udp.srcport,udp.dstport,udp.length,dns.id,dns.flags.response,dns.qry.name,dns.qry.type,dns.a,dns.aaaa,tls.record.content_type,tls.record.opaque_type,tls.handshake.type,tls.handshake.extensions_server_name,tls.handshake.extensions_alpn_str,http.request.method,http.host,http.request.uri,http.response.code,http.content_type,quic.version,_ws.expert.message,_ws.col.info
"477","1700000476.576000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"158","40477","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40477 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"478","1700000477.577000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"479","1700000478.578000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"480","1700000479.579000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"159","40480","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40480 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"481","1700000480.580000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"482","1700000481.581000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"483","1700000482.582000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"160","40483","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40483 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"484","1700000483.583000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"485","1700000484.584000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"486","1700000485.585000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"161","40486","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40486 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"487","1700000486.586000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"488","1700000487.587000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"489","1700000488.588000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"162","40489","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40489 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"490","1700000489.589000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"491","1700000490.590000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"492","1700000491.591000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"163","40492","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40492 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"493","1700000492.592000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"494","1700000493.593000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"495","1700000494.594000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"164","40495","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40495 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"496","1700000495.595000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"497","1700000496.596000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"498","1700000497.597000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"165","40498","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40498 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"499","1700000498.598000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"500","1700000499.599000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"501","1700000500.600000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"166","40501","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40501 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"502","1700000501.601000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"503","1700000502.602000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"504","1700000503.603000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"167","40504","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40504 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"505","1700000504.604000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"506","1700000505.605000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"507","1700000506.606000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"168","40507","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40507 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"508","1700000507.607000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"509","1700000508.608000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"510","1700000509.609000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"169","40510","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40510 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"511","1700000510.610000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"512","1700000511.611000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"513","1700000512.612000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"170","40513","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40513 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"514","1700000513.613000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"515","1700000514.614000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"516","1700000515.615000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"171","40516","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40516 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"517","1700000516.616000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"518","1700000517.617000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"519","1700000518.618000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"172","40519","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40519 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"520","1700000519.619000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"521","1700000520.620000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"522","1700000521.621000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"173","40522","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40522 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"523","1700000522.622000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"524","1700000523.623000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"525","1700000524.624000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"174","40525","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40525 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"526","1700000525.625000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"527","1700000526.626000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"528","1700000527.627000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"175","40528","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40528 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"529","1700000528.628000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"530","1700000529.629000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"531","1700000530.630000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"176","40531","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40531 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"532","1700000531.631000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"533","1700000532.632000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"534","1700000533.633000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"177","40534","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40534 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"535","1700000534.634000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"536","1700000535.635000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"537","1700000536.636000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"178","40537","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40537 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"538","1700000537.637000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"539","1700000538.638000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"540","1700000539.639000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"179","40540","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40540 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"541","1700000540.640000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"542","1700000541.641000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"543","1700000542.642000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"180","40543","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40543 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"544","1700000543.643000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"545","1700000544.644000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"546","1700000545.645000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"181","40546","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40546 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"547","1700000546.646000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"548","1700000547.647000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"549","1700000548.648000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"182","40549","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40549 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"550","1700000549.649000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"551","1700000550.650000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"552","1700000551.651000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"183","40552","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40552 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"553","1700000552.652000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"554","1700000553.653000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"555","1700000554.654000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"184","40555","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40555 → 49152 [SYN] Seq=0 Win=65535 Len=0"
"556","1700000555.655000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"557","1700000556.656000000","61","61","eth:ethertype:ip:udp:data","UDP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"17",,,,,,,,,"0","49000","49001","27",,,,,,,,,,,,,,,,,,,"49000 → 49001 Len=19"
"558","1700000557.657000000","54","54","eth:ethertype:ip:tcp","TCP","02:19:00:00:00:01","02:19:00:00:00:02","0x0800","192.0.2.10","198.51.100.20",,,"6",,"185","40558","49152","0x0002","0","0",,,,,,,,,,,,,,,,,,,,,,,"Connection establish request (SYN): server port 49152","40558 → 49152 [SYN] Seq=0 Win=65535 Len=0"
