lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
2186,287809305,0,3846787688,0,1,0,1,0,1,1.375,3.75,-0.25,0.125,0,1,1,1
2187,4051239796,0,3646690107,1,1,1,1,0,1,-3.375,-2.625,-1,0.125,1,1,1,1
2188,89891108,1,1341974412,0,0,0,0,1,1,3.5,1.375,1.625,0.125,0,1,1,1
2189,2528398459,1,205557266,1,0,1,0,1,1,3.25,2,-1.125,0.125,1,1,1,1
2190,3659997130,1,3867161328,0,1,0,1,1,1,-1.875,3.25,-0.5,0.125,0,1,1,1
2191,1521894255,1,1499610180,1,1,1,1,1,1,-0.5,3.5,0.125,0.125,1,1,1,1
2192,3964184734,0,4102431681,0,0,0,0,0,1,-3.75,2.75,1.5,0.125,0,1,1,1
2193,3192177944,0,1839695852,1,0,1,0,0,1,1.75,-1.375,-1.75,0.125,1,1,1,1
2194,96757843,0,3875109695,0,1,0,1,0,1,2.125,-0.625,1,0.125,0,1,1,1
2195,2911887752,0,1835169059,1,1,1,1,0,1,3,2,-1.375,0.125,1,1,1,1
2196,2194095759,1,2189493931,0,0,0,0,1,1,-0.375,0.625,-1,0.125,0,1,1,1
2197,509362018,1,2486543684,1,0,1,0,1,1,-2.875,0,0.25,0.125,1,1,1,1
2198,879996056,1,2329990661,0,1,0,1,1,1,2.375,-3.375,0.875,0.125,0,1,1,1
2199,4080418235,1,1554394556,1,1,1,1,1,1,0.5,-0.25,-0.625,0.125,1,1,1,1
2200,1221051043,0,253017179,0,0,0,0,0,1,2.75,1.875,0.75,0.125,0,1,1,1
2201,151706462,0,2416547895,1,0,1,0,0,0,-1.125,2.875,0.75,0.125,1,1,1,1
2202,3481561685,0,2362718035,0,1,0,1,0,1,2.875,0.75,1.875,0.125,0,1,1,1
2203,3058121512,0,4184436401,1,1,1,1,0,1,1.625,2.125,-0.25,0.125,1,1,1,1
2204,848026939,1,1827831210,0,0,0,0,1,1,0,0,-1,0.125,0,1,1,1
2205,1912577007,1,3473266128,1,0,1,0,1,1,0,1,-0.5,0.125,1,1,1,1
2206,1177726981,1,3538765612,0,1,0,1,1,1,-1,0,1.875,0.125,0,1,1,1
2207,1295267727,1,861581590,1,1,1,1,1,1,1,3.75,-0.375,0.125,1,1,1,1
2208,2598294570,0,4161478248,0,0,0,0,0,1,-3.25,-3.75,1.125,0.125,0,1,1,1
2209,3150815489,0,3848271233,1,0,1,0,0,1,-0.375,0.625,-1.5,0.125,1,1,1,1
2210,89495852,0,3846891891,0,1,0,1,0,1,-0.5,-2.875,1.25,0.125,0,1,1,1
2211,1734374287,0,3138124285,1,1,1,1,0,1,3.875,1,-1.25,0.125,1,1,1,1
2212,944281632,1,1067312084,0,0,0,0,1,1,-0.75,2,-0.125,0.125,0,1,1,1
2213,2190779126,1,143832631,1,0,1,0,1,1,0.875,-0.875,-1.875,0.125,1,1,1,1
2214,2650947768,1,620716380,0,1,0,1,1,1,-3.625,2.875,1,0.125,0,1,1,1
2215,35275410,1,3949007476,1,1,1,1,1,1,0.75,2.375,-1,0.125,1,1,1,1
2216,2428198090,0,4039506743,0,0,0,0,0,1,-3.875,-1.375,0.25,0.125,0,1,1,1
2217,1671164947,0,2710810988,1,0,1,0,0,1,-2.625,3.75,1,0.125,1,1,1,1
2218,2116815172,0,3049486561,0,1,0,1,0,1,-2.625,-1,-1,0.125,0,1,1,1
2219,3250158999,0,441673130,1,1,1,1,0,1,0.25,-1.625,-0.625,0.125,1,1,1,1
2220,444904917,1,556442570,0,0,0,0,1,1,3.125,-1.5,-1.375,0.125,0,1,1,1
2221,2542260610,1,2201160646,1,0,1,0,1,1,-3.375,2.625,-1.875,0.125,1,1,1,1
2222,1584625367,1,174135650,0,1,0,1,1,1,-1.25,-3.75,0.75,0.125,0,1,1,1
2223,2913549721,1,1075942752,1,1,1,1,1,1,1.375,2.75,-1.875,0.125,1,1,1,1
2224,831074387,0,1245102719,0,0,0,0,0,1,-3.875,-0.375,1,0.125,0,1,1,1
2225,880108625,0,4161565047,1,0,1,0,0,1,-2.75,-2.75,-0.625,0.125,1,1,1,1
2226,1892982123,0,1708323098,0,1,0,1,0,1,-2.625,1.625,0.75,0.125,0,1,1,1
2227,2478471673,0,967330694,1,1,1,1,0,1,1.375,3.5,-0.25,0.125,1,1,1,1
2228,2831097045,1,3532758044,0,0,0,0,1,1,2.875,2.875,-1.875,0.125,0,1,1,1
2229,1174340139,1,882017721,1,0,1,0,1,1,3,-2.125,0.75,0.125,1,1,1,1
2230,1559795289,1,3807298881,0,1,0,1,1,1,-3.875,-0.625,-1.875,0.125,0,1,1,1
2231,4208808536,1,854941856,1,1,1,1,1,1,1.5,-1.875,1.625,0.125,1,1,1,1
2232,1762955155,0,3459156082,0,0,0,0,0,0,0.5,-3.125,-0.625,0.125,0,1,1,1
2233,3368298436,0,3692076727,1,0,1,0,0,1,0,0,-0.875,0.125,1,1,1,1
2234,410554250,0,1126871162,0,1,0,1,0,1,0,1,-0.625,0.125,0,1,1,1
2235,4031780106,0,2709683510,1,1,1,1,0,1,-1,0,-0.375,0.125,1,0,1,1
2236,2971771392,1,3997075930,0,0,0,0,1,1,-3,-0.75,-1.875,0.125,0,1,0,1
2237,3070242789,1,3063977745,1,0,1,0,1,1,-3.25,-3.125,-0.125,0.125,1,1,1,0
2238,3566120613,1,1446765799,0,1,0,1,1,1,-2.75,1.375,0.75,0,0,1,1,1
2239,2181734405,1,14745597,1,1,1,1,1,1,1.625,-3,0.25,0.125,1,1,1,1
2240,2379820547,0,3748550736,0,0,0,0,0,1,2.75,2.875,-0.375,0.125,0,1,1,1
2241,622303718,0,2946969469,1,0,1,0,0,1,0.875,0,1.5,0.125,1,1,1,1
2242,185446376,0,3301565077,0,1,0,1,0,1,-2.125,2,0.375,0.125,0,1,1,1
2243,3718617608,0,2658763369,1,1,1,1,0,1,1.875,-2.375,-0.25,0.125,1,1,1,1
2244,931460248,1,2706988942,0,0,0,0,1,1,1.375,1.5,0.625,0.125,0,1,1,1
2245,3610659903,1,723398138,1,0,1,0,1,1,-3.375,2.25,1.5,0.125,1,1,1,1
2246,2578087890,1,3846247804,0,1,0,1,1,1,-0.75,1.625,1.875,0.125,0,1,1,1
2247,3977883788,1,3787150771,1,1,1,1,1,1,1.25,1.5,0.375,0.125,1,1,1,1
2248,4114119877,0,1170165052,0,0,0,0,0,1,2.125,-3.5,-1.75,0.125,0,1,1,1
2249,1823699265,0,2633243839,1,0,1,0,0,1,-2.875,-1.125,1.75,0.125,1,1,1,1
2250,1390989695,0,231449189,0,1,0,1,0,1,-3.625,1.25,1.25,0.125,0,1,1,1
2251,3551824061,0,2656512804,1,1,1,1,0,1,-2.75,2.875,0.875,0.125,1,1,1,1
2252,3412152936,1,284322900,0,0,0,0,1,1,3.125,-1.375,-1.375,0.125,0,1,1,1
2253,1352099201,1,417101403,1,0,1,0,1,1,0.25,-2.125,-1.875,0.125,1,1,1,1
2254,1211943120,1,3836207756,0,1,0,1,1,1,-2.125,-0.25,-0.75,0.125,0,1,1,1
2255,1305265083,1,81560932,1,1,1,1,1,1,-0.25,-1.375,-1.875,0.125,1,1,1,1
2256,4216540940,0,3292845602,0,0,0,0,0,1,-3.125,3.125,0.375,0.125,0,1,1,1
2257,2662378930,0,3364670487,1,0,1,0,0,1,3,-2.5,-1.375,0.125,1,1,1,1
2258,3952521179,0,3004669629,0,1,0,1,0,1,-1.375,-1.25,0.5,0.125,0,1,1,1
2259,2472486577,0,1413523241,1,1,1,1,0,1,-2.25,-2.125,-1.875,0.125,1,1,1,1
2260,2234797967,1,3130248977,0,0,0,0,1,1,-2.875,-3,-1.75,0.125,0,1,1,1
2261,2243844845,1,4202183794,1,0,1,0,1,1,-1.375,3.125,1.75,0.125,1,1,1,1
2262,195014714,1,2778160119,0,1,0,1,1,1,0,0,-1.875,0.125,0,1,1,1
2263,3936022176,1,3333301013,1,1,1,1,1,0,0,1,0,0.125,1,1,1,1
2264,2452578146,0,590931259,0,0,0,0,0,1,-1,0,0.5,0.125,0,1,1,1
2265,846022294,0,3592362973,1,0,1,0,0,1,2.5,-1,-1.625,0.125,1,1,1,1
2266,2064555746,0,2778693585,0,1,0,1,0,1,-2,-2,0.5,0.125,0,1,1,1
2267,3806237151,0,3075401483,1,1,1,1,0,1,-1.375,2.5,-1.875,0.125,1,1,1,1
2268,811652921,1,523707830,0,0,0,0,1,1,-3.25,-2.25,-1.125,0.125,0,1,1,1
2269,2106411479,1,4099973283,1,0,1,0,1,1,-3.25,3.5,1.375,0.125,1,1,1,1
2270,3309559651,1,3752663338,0,1,0,1,1,1,3.125,3.75,1.5,0.125,0,1,1,1
2271,2129958782,1,2225868711,1,1,1,1,1,1,2.125,2.875,-1.625,0.125,1,1,1,1
2272,340883334,0,2993350892,0,0,0,0,0,1,-2.5,-1.875,-1.375,0.125,0,1,1,1
2273,3130277678,0,2962856777,1,0,1,0,0,1,1.375,-0.625,-0.25,0.125,1,1,1,1
2274,2353945981,0,3485098576,0,1,0,1,0,1,-0.625,-3.25,-0.625,0.125,0,1,1,1
2275,2106902903,0,2997014040,1,1,1,1,0,1,-3.875,-1,-0.625,0.125,1,1,1,1
2276,2934705870,1,4216387055,0,0,0,0,1,1,3.125,0.25,0.375,0.125,0,1,1,1
2277,2006882595,1,629445756,1,0,1,0,1,1,3.5,-2.75,-1,0.125,1,1,1,1
2278,564105444,1,3216616243,0,1,0,1,1,1,-2.75,0.5,1,0.125,0,1,1,1
2279,799820923,1,1702484553,1,1,1,1,1,1,0.75,0.75,1.625,0.125,1,1,1,1
2280,2423108452,0,2064736439,0,0,0,0,0,1,0.125,-3.875,0.125,0.125,0,1,1,1
2281,2639706149,0,630192086,1,0,1,0,0,1,1.125,-0.25,-0.375,0.125,1,1,1,1
2282,2978747682,0,1000964141,0,1,0,1,0,1,3.25,-3,-1,0.125,0,1,1,1
2283,461866905,0,2470704978,1,1,1,1,0,1,-3.25,-0.5,-0.125,0.125,1,1,1,1
2284,1847643435,1,2397507483,0,0,0,0,1,1,2.875,3.875,-0.25,0.125,0,1,1,1
2285,953458554,1,3905370502,1,0,1,0,1,1,1.125,-1.75,0.875,0.125,1,1,1,1
2286,2355857406,1,1972763607,0,1,0,1,1,1,0.75,0.75,-1.75,0.125,0,1,1,1
2287,2691050780,1,2780267386,1,1,1,1,1,1,-1.375,-2.75,-1,0.125,1,1,1,1
2288,1228042030,0,2908096901,0,0,0,0,0,1,-1.125,3.625,-1.875,0.125,0,1,1,1
2289,692926190,0,2942303053,1,0,1,0,0,1,3.375,2,1.25,0.125,1,1,1,1
2290,2728184373,0,2691821824,0,1,0,1,0,1,-1.375,-1.75,-0.875,0.125,0,1,1,1
2291,2443622504,0,1769225493,1,1,1,1,0,1,0,0,1.375,0.125,1,1,1,1
2292,3213673704,1,1473713823,0,0,0,0,1,1,0,1,-1,0.125,0,1,1,1
2293,2338342787,1,2007884438,1,0,1,0,1,1,-1,0,-0.25,0.125,1,1,1,1
2294,807849782,1,674589976,0,1,0,1,1,0,-3.875,2.125,-0.75,0.125,0,1,1,1
2295,3224147786,1,3343055959,1,1,1,1,1,1,1.875,-1.875,-0.5,0.125,1,1,1,1
2296,3004880328,0,755742526,0,0,0,0,0,1,-1,2.25,-1.75,0.125,0,1,1,1
2297,3371733867,0,159094581,1,0,1,0,0,1,-3.375,-3,0.875,0.125,1,1,1,1
2298,204991446,0,943509016,0,1,0,1,0,1,-1.375,0.625,1.125,0.125,0,1,1,1
2299,319304352,0,1648182088,1,1,1,1,0,1,0.375,-1.5,1.625,0.125,1,1,1,1
2300,60209321,1,2283151157,0,0,0,0,1,1,3.125,-3.625,0.75,0.125,0,1,1,1
2301,3042750721,1,970608288,1,0,1,0,1,1,-2.875,0,-0.625,0.125,1,1,1,1
2302,3987691653,1,1882680682,0,1,0,1,1,1,-3.75,0.625,-0.625,0.125,0,1,1,1
2303,103409409,1,2085689250,1,1,1,1,1,1,-1.5,2.375,0.375,0.125,1,1,1,1
2304,1027100404,0,142677245,0,0,0,0,0,1,1.5,3.25,-1.75,0.125,0,1,1,1
2305,2826038456,0,579679900,1,0,1,0,0,1,-0.125,2.875,1.75,0.125,1,1,1,1
2306,3373533645,0,4188615373,0,1,0,1,0,1,-0.5,-2.625,-1.875,0.125,0,1,1,1
2307,1647313777,0,3513021962,1,1,1,1,0,1,-1.125,-3.5,0.25,0.125,1,1,1,1
2308,1238338684,1,1126418225,0,0,0,0,1,1,0.125,1,1.75,0.125,0,1,1,1
2309,3116595319,1,2325526178,1,0,1,0,1,1,-3.875,-3.875,1.25,0.125,1,1,1,1
2310,745557635,1,3154539542,0,1,0,1,1,1,-0.625,3.25,-1.875,0.125,0,1,1,1
2311,2939847959,1,2713469462,1,1,1,1,1,1,3.125,2.875,-1.375,0.125,1,1,1,1
2312,3174094101,0,431490570,0,0,0,0,0,1,-1.875,1.25,-1.875,0.125,0,1,1,1
2313,3249800107,0,501517580,1,0,1,0,0,1,-1.5,-2.625,-0.75,0.125,1,1,1,1
2314,3703143765,0,916728351,0,1,0,1,0,1,-0.125,-0.125,-0.75,0.125,0,1,1,1
2315,1871917514,0,1159809127,1,1,1,1,0,1,3.75,-2,-1.125,0.125,1,1,1,1
2316,647345054,1,3934083887,0,0,0,0,1,1,1.75,-1.875,1,0.125,0,1,1,1
2317,4077736513,1,4156719539,1,0,1,0,1,1,1.5,1.5,-1.375,0.125,1,1,1,1
2318,1660692083,1,404436611,0,1,0,1,1,1,3.5,-2.875,1,0.125,0,1,1,1
2319,3968712944,1,2945432900,1,1,1,1,1,1,-0.625,1.5,1.125,0.125,1,1,1,1
2320,459577619,0,2057198126,0,0,0,0,0,1,0,0,1.5,0.125,0,1,1,1
2321,1513244907,0,2715870392,1,0,1,0,0,1,0,1,-1.875,0.125,1,1,1,1
2322,3965718978,0,3763612308,0,1,0,1,0,1,-1,0,-1.25,0.125,0,1,1,1
2323,196518772,0,620033729,1,1,1,1,0,1,-2.5,-3.125,1,0.125,1,1,1,1
2324,4271586527,1,3424286184,0,0,0,0,1,1,-3.625,2.625,-0.25,0.125,0,1,1,1
2325,3626705622,1,2380016178,1,0,1,0,1,0,-1.125,-1.125,-1.5,0.125,1,1,1,1
2326,3893481215,1,3155121605,0,1,0,1,1,1,-3.375,-1.875,1.75,0.125,0,1,1,1
2327,3347885416,1,309503452,1,1,1,1,1,1,-2.75,-2.125,-0.625,0.125,1,1,1,1
2328,1108137314,0,731822626,0,0,0,0,0,1,-3.75,2.75,1.375,0.125,0,1,1,1
2329,961095146,0,4272244640,1,0,1,0,0,1,-1.25,0.125,1,0.125,1,1,1,1
2330,2535211927,0,628248119,0,1,0,1,0,1,0.375,-3.125,-1.75,0.125,0,1,1,1
2331,841638785,0,726331746,1,1,1,1,0,1,0.5,1.75,1.375,0.125,1,1,1,1
2332,3906006719,1,2342892725,0,0,0,0,1,1,-3.25,-2.5,-0.25,0.125,0,0,1,1
2333,3137321272,1,1047451223,1,0,1,0,1,1,-3.375,2.375,-0.75,0.125,1,1,0,1
2334,2740456496,1,3251582548,0,1,0,1,1,1,-1.375,-3.875,-1.125,0.125,0,1,1,0
2335,1188993722,1,1793496896,1,1,1,1,1,1,3.625,-3.5,-1,0,1,1,1,1
2336,2162916018,0,2694940839,0,0,0,0,0,1,0.5,1.125,0,0.125,0,1,1,1
2337,2812237177,0,193601683,1,0,1,0,0,1,-0.25,-1.625,-1.5,0.125,1,1,1,1
2338,3006836413,0,4280915929,0,1,0,1,0,1,-1.5,-2.75,-0.625,0.125,0,1,1,1
2339,4079343719,0,478677083,1,1,1,1,0,1,-2.125,2,0.375,0.125,1,1,1,1
2340,3648261006,1,3154362868,0,0,0,0,1,1,-0.75,0.875,-1.375,0.125,0,1,1,1
2341,3858256098,1,467230948,1,0,1,0,1,1,-1,-2.25,0.875,0.125,1,1,1,1
2342,1837778193,1,3023694875,0,1,0,1,1,1,-2.875,-1.875,-0.375,0.125,0,1,1,1
2343,4071371976,1,1033055933,1,1,1,1,1,1,3.25,2.75,-1.625,0.125,1,1,1,1
2344,1848558241,0,154149000,0,0,0,0,0,1,-1.625,1.75,-1.125,0.125,0,1,1,1
2345,1833327851,0,1283089968,1,0,1,0,0,1,1,1,-0.75,0.125,1,1,1,1
2346,3941185844,0,3218654850,0,1,0,1,0,1,3.125,3.875,1.625,0.125,0,1,1,1
2347,753057168,0,3307870559,1,1,1,1,0,1,-3.5,-2.125,1,0.125,1,1,1,1
2348,1916307515,1,894731302,0,0,0,0,1,1,3.625,-0.5,0.75,0.125,0,1,1,1
2349,3299329430,1,1764877862,1,0,1,0,1,1,0,0,-1.875,0.125,1,1,1,1
2350,3998399384,1,1882236152,0,1,0,1,1,1,0,1,1.125,0.125,0,1,1,1
2351,3351984609,1,4201861760,1,1,1,1,1,1,-1,0,-0.25,0.125,1,1,1,1
2352,361218303,0,1348278130,0,0,0,0,0,1,-3.875,-2.875,1.125,0.125,0,1,1,1
2353,3590282435,0,1064308891,1,0,1,0,0,1,-3.875,-2.375,0,0.125,1,1,1,1
2354,3957327117,0,2787179745,0,1,0,1,0,1,-1.75,3.25,-1.25,0.125,0,1,1,1
2355,403365545,0,1634963689,1,1,1,1,0,1,2.375,-0.5,0.75,0.125,1,1,1,1
2356,2751903066,1,24926218,0,0,0,0,1,0,-0.125,0.125,0,0.125,0,1,1,1
2357,1810909333,1,359916625,1,0,1,0,1,1,0.375,-1.25,-1,0.125,1,1,1,1
2358,803103959,1,2288620959,0,1,0,1,1,1,-3.25,2.625,-1.75,0.125,0,1,1,1
2359,614107148,1,2988337372,1,1,1,1,1,1,-1.625,0.25,0.5,0.125,1,1,1,1
2360,3303017274,0,664870170,0,0,0,0,0,1,-1.875,1.125,-1,0.125,0,1,1,1
2361,4079379923,0,2029121753,1,0,1,0,0,1,3.125,1.5,-1.875,0.125,1,1,1,1
2362,557524822,0,1657788180,0,1,0,1,0,1,-3.5,-3.25,-1.75,0.125,0,1,1,1
2363,1238345168,0,967741726,1,1,1,1,0,1,-2.75,3,-0.125,0.125,1,1,1,1
2364,2640138826,1,3917678296,0,0,0,0,1,1,-3,0,-0.25,0.125,0,1,1,1
2365,3971102542,1,2539379010,1,0,1,0,1,1,2.75,-3.625,-1,0.125,1,1,1,1
2366,2934206606,1,4285050101,0,1,0,1,1,1,-2.5,-1.875,1.625,0.125,0,1,1,1
2367,123608631,1,968589839,1,1,1,1,1,1,-0.25,1.125,1.625,0.125,1,1,1,1
2368,1542674937,0,3335908975,0,0,0,0,0,1,0.125,-1.5,0.375,0.125,0,1,1,1
2369,38961090,0,1998095239,1,0,1,0,0,1,-0.875,0.5,-1.375,0.125,1,1,1,1
2370,913298,0,1125781703,0,1,0,1,0,1,1,2.625,0.125,0.125,0,1,1,1
2371,2589789412,0,1733143130,1,1,1,1,0,1,-3.5,2.125,-1.875,0.125,1,1,1,1
2372,3932160611,1,4015728969,0,0,0,0,1,1,1.125,-2,-0.5,0.125,0,1,1,1
2373,3560937651,1,301873103,1,0,1,0,1,1,-2,2.375,1.625,0.125,1,1,1,1
2374,1716002556,1,2047450479,0,1,0,1,1,1,-0.625,-2.125,0.125,0.125,0,1,1,1
2375,846721517,1,364808312,1,1,1,1,1,1,-3.375,1,-0.25,0.125,1,1,1,1
2376,876322042,0,3587119254,0,0,0,0,0,1,-1.625,1.125,-0.875,0.125,0,1,1,1
2377,3195300359,0,1168770892,1,0,1,0,0,1,3.25,3.5,-1,0.125,1,1,1,1
2378,780915196,0,2011947619,0,1,0,1,0,1,0,0,-1.25,0.125,0,1,1,1
2379,1741649729,0,1273770699,1,1,1,1,0,1,0,1,0.25,0.125,1,1,1,1
2380,3338521036,1,2994977173,0,0,0,0,1,1,-1,0,-0.25,0.125,0,1,1,1
2381,2644122378,1,1234636513,1,0,1,0,1,1,-0.5,1.125,-0.75,0.125,1,1,1,1
2382,43847061,1,2792816733,0,1,0,1,1,1,2.875,3.125,1.875,0.125,0,1,1,1
2383,4031772639,1,1542242456,1,1,1,1,1,1,1,-1.5,-0.375,0.125,1,1,1,1
2384,1074973742,0,4133610573,0,0,0,0,0,1,1,0.125,0.375,0.125,0,1,1,1
2385,1927981567,0,1735156110,1,0,1,0,0,1,-2.875,-0.375,1.5,0.125,1,1,1,1
2386,2452270000,0,2486958726,0,1,0,1,0,1,0,0.25,1.75,0.125,0,1,1,1
2387,857356631,0,1813062428,1,1,1,1,0,0,0.375,3.75,1.875,0.125,1,1,1,1
2388,4125523492,1,711729477,0,0,0,0,1,1,-0.5,-2.125,-1.875,0.125,0,1,1,1
2389,3323341934,1,1016930338,1,0,1,0,1,1,1.5,-0.375,0.375,0.125,1,1,1,1
2390,2467139979,1,1548181998,0,1,0,1,1,1,-1.375,0.5,0,0.125,0,1,1,1
2391,3304912508,1,3778650244,1,1,1,1,1,1,1.75,3,-1,0.125,1,1,1,1
2392,2541196055,0,3557735835,0,0,0,0,0,1,0.875,1.75,0.5,0.125,0,1,1,1
2393,2781245577,0,2658220311,1,0,1,0,0,1,-0.375,0.25,-1.25,0.125,1,1,1,1
2394,533097462,0,816159154,0,1,0,1,0,1,0.875,2.625,-0.625,0.125,0,1,1,1
2395,4286046296,0,1551698027,1,1,1,1,0,1,3.125,0.25,-1,0.125,1,1,1,1
2396,995873146,1,2668579997,0,0,0,0,1,1,2.375,-0.125,-0.375,0.125,0,1,1,1
2397,4102917232,1,2811991249,1,0,1,0,1,1,1.375,-3.75,-0.25,0.125,1,1,1,1
2398,1900826329,1,2116530238,0,1,0,1,1,1,-1.625,-1.5,-1.25,0.125,0,1,1,1
2399,3173851715,1,640405922,1,1,1,1,1,1,0.875,2.75,-0.75,0.125,1,1,1,1
2400,495698968,0,3356976517,0,0,0,0,0,1,-3.125,1.25,1.5,0.125,0,1,1,1
2401,1421532598,0,286427377,1,0,1,0,0,1,2.625,3.625,1.5,0.125,1,1,1,1
2402,3387523213,0,3162625293,0,1,0,1,0,1,0,2.25,-0.5,0.125,0,1,1,1
2403,4025035436,0,1594961757,1,1,1,1,0,1,-2,1.875,-0.375,0.125,1,1,1,1
2404,1764449173,1,3535735886,0,0,0,0,1,1,1,-1,0,0.125,0,1,1,1
2405,4097061900,1,903343130,1,0,1,0,1,1,3.375,-0.125,-1.875,0.125,1,1,1,1
2406,2779926954,1,3296503457,0,1,0,1,1,1,1.25,-0.875,1.25,0.125,0,1,1,1
2407,1587393785,1,3090062243,1,1,1,1,1,1,0,0,-0.25,0.125,1,1,1,1
2408,962474679,0,2127909523,0,0,0,0,0,1,0,1,0.625,0.125,0,1,1,1
2409,1176084123,0,2078754876,1,0,1,0,0,1,-1,0,1.5,0.125,1,1,1,1
2410,3303611707,0,1682469358,0,1,0,1,0,1,0.875,1.25,-1.5,0.125,0,1,1,1
2411,3588718064,0,998070001,1,1,1,1,0,1,3.375,-2.625,-1.125,0.125,1,1,1,1
2412,1171470422,1,3145879159,0,0,0,0,1,1,-3.875,-3.875,0.875,0.125,0,1,1,1
2413,1672853114,1,3530323987,1,0,1,0,1,1,-2.375,-0.5,-1.25,0.125,1,1,1,1
2414,2916473194,1,766456710,0,1,0,1,1,1,3.75,-3.25,-0.5,0.125,0,1,1,1
2415,3129331539,1,3577301246,1,1,1,1,1,1,2,2.375,0.875,0.125,1,1,1,1
2416,1615008085,0,2583256126,0,0,0,0,0,1,-0.5,0.125,-1.75,0.125,0,1,1,1
2417,3353751349,0,43834599,1,0,1,0,0,1,-3.375,2.25,1.25,0.125,1,1,1,1
2418,3042895179,0,768457471,0,1,0,1,0,0,-3.625,3.625,-1.375,0.125,0,1,1,1
2419,3339067279,0,2051834665,1,1,1,1,0,1,-3.875,2.125,-1.25,0.125,1,1,1,1
2420,3513975656,1,987778670,0,0,0,0,1,1,-1.875,2.25,0.75,0.125,0,1,1,1
2421,2503958604,1,2670977433,1,0,1,0,1,1,2,-0.875,-0.625,0.125,1,1,1,1
2422,3420826270,1,4029394014,0,1,0,1,1,1,-2.25,3.875,1.25,0.125,0,1,1,1
2423,3241916358,1,2793426248,1,1,1,1,1,1,-0.75,-2.5,0.125,0.125,1,1,1,1
2424,1480631677,0,3477923717,0,0,0,0,0,1,-0.75,0.25,0.625,0.125,0,1,1,1
2425,3398699392,0,43789981,1,0,1,0,0,1,-3.125,3.625,1.25,0.125,1,1,1,1
2426,644292154,0,2705743398,0,1,0,1,0,1,2.25,-1.5,-0.875,0.125,0,1,1,1
2427,3863021004,0,719613594,1,1,1,1,0,1,2.625,-0.375,-0.25,0.125,1,1,1,1
2428,3172425299,1,1232303105,0,0,0,0,1,1,0.625,-1.75,0.375,0.125,0,1,1,1
2429,2876128501,1,1707194477,1,0,1,0,1,1,-2.5,1.25,-0.25,0.125,1,0,1,1
2430,1256661545,1,767720040,0,1,0,1,1,1,-3.375,0.625,0.625,0.125,0,1,0,1
2431,1190157748,1,3671785124,1,1,1,1,1,1,0.75,-1.5,1.5,0.125,1,1,1,0
2432,2927857155,0,2854781255,0,0,0,0,0,1,2.25,3.5,0.5,0,0,1,1,1
2433,2198325097,0,4032263553,1,0,1,0,0,1,1.25,-1.125,0.75,0.125,1,1,1,1
2434,3831711962,0,1434691496,0,1,0,1,0,1,3.5,-2.75,1.75,0.125,0,1,1,1
2435,2772671718,0,3271151195,1,1,1,1,0,1,-1.375,-2.75,1.125,0.125,1,1,1,1
2436,2169478867,1,2792887780,0,0,0,0,1,1,0,0,-1.625,0.125,0,1,1,1
2437,494056594,1,3952998261,1,0,1,0,1,1,0,1,-0.75,0.125,1,1,1,1
2438,603216991,1,3516260776,0,1,0,1,1,1,-1,0,0,0.125,0,1,1,1
2439,988286219,1,2230229415,1,1,1,1,1,1,3,0.125,-0.125,0.125,1,1,1,1
2440,3325182942,0,1574337918,0,0,0,0,0,1,-0.75,-3.375,0.125,0.125,0,1,1,1
2441,3104526686,0,1128112382,1,0,1,0,0,1,-1,2.875,-1.875,0.125,1,1,1,1
2442,2518048531,0,2036193900,0,1,0,1,0,1,-2.875,1.625,1.875,0.125,0,1,1,1
2443,4114564598,0,2225354818,1,1,1,1,0,1,-2.625,0,-1.25,0.125,1,1,1,1
2444,425624737,1,788526283,0,0,0,0,1,1,0.75,-3.5,0.125,0.125,0,1,1,1
2445,3292403644,1,212721528,1,0,1,0,1,1,-1.875,-2.5,0.5,0.125,1,1,1,1
2446,3897257831,1,1369484217,0,1,0,1,1,1,3.75,3.625,0.125,0.125,0,1,1,1
2447,2036391916,1,4014837695,1,1,1,1,1,1,-1.5,-2.625,0.375,0.125,1,1,1,1
2448,2207801837,0,1341509740,0,0,0,0,0,1,2.625,0,0.125,0.125,0,1,1,1
2449,3877656091,0,763026425,1,0,1,0,0,0,-0.75,2.375,1.125,0.125,1,1,1,1
2450,835929042,0,3559246561,0,1,0,1,0,1,1.5,-3.625,1.5,0.125,0,1,1,1
2451,1267098894,0,999608043,1,1,1,1,0,1,1.75,-1.5,-0.375,0.125,1,1,1,1
2452,3946377844,1,1296045393,0,0,0,0,1,1,0.125,0.125,-0.625,0.125,0,1,1,1
2453,3305063645,1,498658339,1,0,1,0,1,1,-0.375,2.375,0.5,0.125,1,1,1,1
2454,3184870524,1,3808040105,0,1,0,1,1,1,3.375,-0.25,1.5,0.125,0,1,1,1
2455,2774529713,1,2805476599,1,1,1,1,1,1,-0.5,3,-1.75,0.125,1,1,1,1
2456,925090146,0,1464674964,0,0,0,0,0,1,-1.125,0.75,-1.625,0.125,0,1,1,1
2457,3163304933,0,676038606,1,0,1,0,0,1,1.375,-2,1.875,0.125,1,1,1,1
2458,457769667,0,3269019636,0,1,0,1,0,1,3.625,2.75,-1.25,0.125,0,1,1,1
